Num found not 1, instead 4. groupID: , artifact: hamcrest-all, version:  in file hamcrest-all-1.3.pom
Num found not 1, instead 120. groupID: , artifact: netty, version:  in file netty-4.0.0.Alpha8.pom
Num found not 1, instead 120. groupID: , artifact: netty, version:  in file netty-4.0.0.Alpha2.pom
Num found not 1, instead 120. groupID: , artifact: netty, version:  in file netty-4.0.0.Alpha1.pom
Num found not 1, instead 120. groupID: , artifact: netty, version:  in file netty-4.0.0.Alpha6.pom
Num found not 1, instead 120. groupID: , artifact: netty, version:  in file netty-4.0.0.Alpha4.pom
Response not ok. groupID: io.netty, artifact: netty, version: 3.8.0.Final in file netty-3.8.0.Final.pom
Num found not 1, instead 120. groupID: , artifact: netty, version:  in file netty-4.0.0.Alpha7.pom
Num found not 1, instead 120. groupID: , artifact: netty, version:  in file netty-4.0.0.Alpha3.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9-ea02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.11-b01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7-ea04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9-ea03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.16.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.12.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.13-b01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.4.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.0.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.0-ea.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.8.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.11-b03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.18.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.6.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.18.2.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.11.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.11-b02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.6-ea06.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.19.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.10-b01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.14.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7-ea07.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.1-ea.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.8-ea04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.13.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.4-ea01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.0.3.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.19.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.18.4.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9-ea07.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.10-b03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.5.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.4-ea04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7-ea01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.3.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.5.2.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea06.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7-ea06.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea07.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.8-ea03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7-ea03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.4-ea06.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.10.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.18.3.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.18.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.4-ea05.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.17.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.5.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.10-b04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.6-ea04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.6-ea03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.17.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.6-ea05.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.10-b02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9-ea01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.8-ea01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea05.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7-ea05.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9-ea04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.2-ea.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea09.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.6-ea01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.11.2.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.0.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.10-b05.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.8-ea02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.15.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.2.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.4.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.0.2.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.3-ea.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.4-ea03.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.11-b04.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.9-ea06.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.12-b01.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.5-ea08.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.6-ea02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.18.5.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.7-ea02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.11.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.0.3.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.1.4.1.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-1.4-ea02.pom
Num found not 1, instead 97. groupID: , artifact: jersey-json, version:  in file jersey-json-0.9-ea.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.4.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.0.3.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.3.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.18.5.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.5.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea08.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.16.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.18.4.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9-ea06.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.5-ea-v20091019.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.3-ea.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.4-ea03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.4.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.12.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7-ea03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea07.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.12-b01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.4-ea01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7-ea02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-0.9-ea.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.8-ea04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.10-b02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.10-b04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.5.2.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.13.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9-ea04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea09.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.11.2.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9-ea02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea06.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.18.3.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.4-ea05.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.8-ea02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.6-ea05.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.4.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9-ea07.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.10-b05.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.13-b01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.11-b04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9-ea03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.19.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.18.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.6-ea03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.17.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea05.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.0.2.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.10-b01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.6-ea04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.6-ea01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7-ea06.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.11-b03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.11-b02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.11.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.11-b01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.10.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.4-ea02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.9-ea01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.2-ea.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.0-ea.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.5.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.0.3.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.8-ea03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.0.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.4-ea04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.2.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.18.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.19.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.4-ea06.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7-ea04.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.5-ea02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.11.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.6-ea02.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.6.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.5-ea-20100104.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.15.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.17.1.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.6-ea06.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.18.2.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7-ea01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7-ea05.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.0.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.14.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7-ea07.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.8.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.1.1-ea.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.8-ea01.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.10-b03.pom
Num found not 1, instead 192. groupID: , artifact: jersey-client, version:  in file jersey-client-1.7.pom
Num found not 1, instead 53. groupID: , artifact: maven-plugin-api, version:  in file maven-plugin-api-2.1.0.pom
